iteration,mode,factor_code,error,Gross_IR,Turnover,Cost_Impact,Net_IR,reward
25,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(volume, 20) * (1 - ts_min(returns, 5)) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20) * (1 - delay(sign(delta(close, 1)), 1)) * (1 - ts_max(returns, 10)) * abs(returns - ts_mean(returns, 20)) * (1 - ts_rank(ts_std(returns, 30), 20)) * (1 - ts_min(returns, 20)) * (1 - ts_max(close, 20))",,0.17243000271998848,742.4066797915319,2.485182756066343,-13.752314358011741,-390.91237194157674
26,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(volume, 20) * (1 - ts_min(returns, 5)) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20) * (1 - delay(sign(delta(close, 1)), 1)) * (1 - ts_max(returns, 10)) * abs(returns - ts_mean(returns, 20)) * (1 - ts_rank(ts_std(returns, 30), 20)) * (1 - ts_min(returns, 20)) * (1 - ts_max(close, 20)) * (1 - ts_min(volume, 20))",,-0.541232973213749,748.2181927811782,2.312519277428397,-10.66276638010028,-393.1504835832301
27,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(volume, 20) * (1 - ts_min(returns, 5)) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20) * (1 - delay(sign(delta(close, 1)), 1)) * (1 - ts_max(returns, 10)) * abs(returns - ts_mean(returns, 20)) * (1 - ts_rank(ts_std(returns, 30), 20)) * (1 - ts_min(returns, 20)) * (1 - ts_max(close, 20)) * (1 - ts_min(volume, 20)) * rank(ts_mean(returns, 5))",,-0.3968614489751084,741.4511426988472,2.377979596654515,-10.666013347141542,-390.14626957163483
28,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(volume, 20) * (1 - ts_min(returns, 5)) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20) * (1 - delay(sign(delta(close, 1)), 1)) * (1 - ts_max(returns, 10)) * abs(returns - ts_mean(returns, 20)) * (1 - ts_rank(ts_std(returns, 30), 20)) * (1 - ts_min(returns, 20)) * (1 - ts_max(close, 20)) * (1 - ts_min(volume, 20)) * rank(ts_mean(returns, 5)) * (1 - ts_max(returns, 20))",,-0.38907193261121714,741.3070321157289,2.3731205292785,-10.693397771509817,-390.0275522247037
29,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(volume, 20) * (1 - ts_min(returns, 5)) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20) * (1 - delay(sign(delta(close, 1)), 1)) * (1 - ts_max(returns, 10)) * abs(returns - ts_mean(returns, 20)) * (1 - ts_rank(ts_std(returns, 30), 20)) * (1 - ts_min(returns, 20)) * (1 - ts_max(close, 20)) * (1 - ts_min(volume, 20)) * rank(ts_mean(returns, 5)) * (1 - ts_max(returns, 20)) * (1 - ts_max(returns, 30)) * (1 - ts_min(returns, 30)) * rank(ts_rank(returns, 20))",,-0.36075362874226746,721.3207663476832,2.3803896754134994,-10.492847099798825,-380.0642542058918
30,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(volume, 20) * (1 - ts_min(returns, 5)) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20) * (1 - delay(sign(delta(close, 1)), 1)) * (1 - ts_max(returns, 10)) * abs(returns - ts_mean(returns, 20)) * (1 - ts_rank(ts_std(returns, 30), 20)) * (1 - ts_min(returns, 20)) * (1 - ts_max(close, 20)) * (1 - ts_min(volume, 20)) * rank(ts_mean(returns, 5)) * (1 - ts_max(returns, 20)) * (1 - ts_max(returns, 30)) * (1 - ts_min(returns, 30)) * rank(ts_rank(returns, 20))",,-0.36075362874226746,721.3207663476832,2.3803896754134994,-10.492847099798825,-380.0642542058918
31,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(volume, 20) * (1 - ts_min(returns, 5)) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20) * (1 - delay(sign(delta(close, 1)), 1)) * (1 - ts_max(returns, 10)) * abs(returns - ts_mean(returns, 20)) * (1 - ts_rank(ts_std(returns, 30), 20)) * (1 - ts_min(returns, 20)) * (1 - ts_max(close, 20)) * (1 - ts_min(volume, 20)) * rank(ts_mean(returns, 5)) * (1 - ts_max(returns, 20)) * (1 - ts_max(returns, 30)) * (1 - ts_min(returns, 30)) * rank(ts_rank(returns, 20))",,-0.36075362874226746,721.3207663476832,2.3803896754134994,-10.492847099798825,-380.0642542058918
32,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(volume, 20) * (1 - ts_min(returns, 5)) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20) * (1 - delay(sign(delta(close, 1)), 1)) * (1 - ts_max(returns, 10)) * abs(returns - ts_mean(returns, 20)) * (1 - ts_rank(ts_std(returns, 30), 20)) * (1 - ts_min(returns, 20)) * (1 - ts_max(close, 20)) * (1 - ts_min(volume, 20)) * rank(ts_mean(returns, 5)) * (1 - ts_max(returns, 20)) * (1 - ts_max(returns, 30)) * (1 - ts_min(returns, 30)) * rank(ts_rank(returns, 20)) * (1 - ts_max(abs(returns), 20))",,-0.36144805923738166,721.1716186274658,2.3762389327781994,-10.518666828921248,-379.9571688351959
33,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(volume, 20) * (1 - ts_min(returns, 5)) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20) * (1 - delay(sign(delta(close, 1)), 1)) * (1 - ts_max(returns, 10)) * abs(returns - ts_mean(returns, 20)) * (1 - ts_rank(ts_std(returns, 30), 20)) * (1 - ts_min(returns, 20)) * (1 - ts_max(close, 20)) * (1 - ts_min(volume, 20)) * rank(ts_mean(returns, 5)) * (1 - ts_max(returns, 20)) * (1 - ts_max(returns, 30)) * (1 - ts_min(returns, 30)) * rank(ts_rank(returns, 20)) * (1 - ts_max(abs(returns), 20)) * (1 - ts_min(abs(returns), 20))",,-0.3616415342238859,721.1733649293685,2.376196783154807,-10.519324750031629,-379.9578982641466
34,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(volume, 20) * (1 - ts_min(returns, 5)) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20) * (1 - delay(sign(delta(close, 1)), 1)) * (1 - ts_max(returns, 10)) * abs(returns - ts_mean(returns, 20)) * (1 - ts_rank(ts_std(returns, 30), 20)) * (1 - ts_min(returns, 20)) * (1 - ts_max(close, 20)) * (1 - ts_min(volume, 20)) * rank(ts_mean(returns, 5)) * (1 - ts_max(returns, 20)) * (1 - ts_max(returns, 30)) * (1 - ts_min(returns, 30)) * rank(ts_rank(returns, 20)) * (1 - ts_max(abs(returns), 20)) * (1 - ts_min(abs(returns), 20))",,-0.3616415342238859,721.1733649293685,2.376196783154807,-10.519324750031629,-379.9578982641466
35,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(volume, 20) * (1 - ts_min(returns, 5)) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20) * (1 - delay(sign(delta(close, 1)), 1)) * (1 - ts_max(returns, 10)) * abs(returns - ts_mean(returns, 20)) * (1 - ts_rank(ts_std(returns, 30), 20)) * (1 - ts_min(returns, 20)) * (1 - ts_max(close, 20)) * (1 - ts_min(volume, 20)) * rank(ts_mean(returns, 5)) * (1 - ts_max(returns, 20)) * (1 - ts_max(returns, 30)) * (1 - ts_min(returns, 30)) * rank(ts_rank(returns, 20)) * (1 - ts_max(abs(returns), 20)) * (1 - ts_min(abs(returns), 20))",,-0.3616415342238859,721.1733649293685,2.376196783154807,-10.519324750031629,-379.9578982641466
36,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(volume, 20) * (1 - ts_min(returns, 5)) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20) * (1 - delay(sign(delta(close, 1)), 1)) * (1 - ts_max(returns, 10)) * abs(returns - ts_mean(returns, 20)) * (1 - ts_rank(ts_std(returns, 30), 20)) * (1 - ts_min(returns, 20)) * (1 - ts_max(close, 20)) * (1 - ts_min(volume, 20)) * rank(ts_mean(returns, 5)) * (1 - ts_max(returns, 20)) * (1 - ts_max(returns, 30)) * (1 - ts_min(returns, 30)) * rank(ts_rank(returns, 20)) * (1 - ts_max(abs(returns), 20)) * (1 - ts_min(abs(returns), 20)) * (1 - ts_max(high, 20)) * (1 - ts_min(low, 20))",,-0.5467553846564023,724.1415457122456,2.4560595723779706,-11.289265189202972,-382.266004819803
37,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(volume, 20) * (1 - ts_min(returns, 5)) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20) * (1 - delay(sign(delta(close, 1)), 1)) * (1 - ts_max(returns, 10)) * abs(returns - ts_mean(returns, 20)) * (1 - ts_rank(ts_std(returns, 30), 20)) * (1 - ts_min(returns, 20)) * (1 - ts_max(close, 20)) * (1 - ts_min(volume, 20)) * rank(ts_mean(returns, 5)) * (1 - ts_max(returns, 20)) * (1 - ts_max(returns, 30)) * (1 - ts_min(returns, 30)) * rank(ts_rank(returns, 20)) * (1 - ts_max(abs(returns), 20)) * (1 - ts_min(abs(returns), 20)) * (1 - ts_max(high, 20)) * (1 - ts_min(low, 20)) * (1 - ts_rank(ts_sum(returns, 5), 20))",,-0.6354769620030141,737.534569767883,2.471288401323324,-11.406664916831756,-389.17306905653106
38,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(volume, 20) * (1 - ts_min(returns, 5)) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20) * (1 - delay(sign(delta(close, 1)), 1)) * (1 - ts_max(returns, 10)) * abs(returns - ts_mean(returns, 20)) * (1 - ts_rank(ts_std(returns, 30), 20)) * (1 - ts_min(returns, 20)) * (1 - ts_max(close, 20)) * (1 - ts_min(volume, 20)) * rank(ts_mean(returns, 5)) * (1 - ts_max(returns, 20)) * (1 - ts_max(returns, 30)) * (1 - ts_min(returns, 30)) * rank(ts_rank(returns, 20)) * (1 - ts_max(abs(returns), 20)) * (1 - ts_min(abs(returns), 20)) * (1 - ts_max(high, 20)) * (1 - ts_min(low, 20)) * (1 - ts_rank(ts_sum(returns, 5), 20)) * (1 - ts_max(returns, 60)) * rank(ts_mean(returns, 60))",,-0.6728911089564228,735.706727015983,2.461925833584053,-11.535967076816013,-388.22166128562037
39,execution_aware,,"No JSON object found in LLM response: '```json\n{\n  ""factor_code"": ""rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_'",,,,,-inf
40,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(delta(close, 1), 5)",,-0.5945505456086472,616.7266699432436,1.632951126271138,-15.069860258216524,-322.0214945273995
41,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(delta(close, 1), 5) * (1 - decay_linear(abs(returns), 10))",,-0.5928415186161997,616.7029490554353,1.6316273498341607,-15.11149567462187,-321.9973348450071
42,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(delta(close, 1), 5) * (1 - decay_linear(abs(returns), 10)) * decay_linear(returns, 10)",,0.05400359580664813,615.0079871608704,1.8409000928074195,-12.009202682554958,-322.17719072708786
43,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(delta(close, 1), 5) * (1 - decay_linear(abs(returns), 10)) * decay_linear(returns, 10) * rank(volume)",,0.20753273238584874,627.1785180468573,1.944204418706959,-9.983388654929405,-328.9353616406985
44,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(delta(close, 1), 5) * (1 - decay_linear(abs(returns), 10)) * decay_linear(returns, 10) * rank(volume) * ts_mean(returns, 20)",,0.21585848938292762,626.0982081515656,2.1997143187354906,-7.786141888806538,-330.4309601362838
45,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(delta(close, 1), 5) * (1 - decay_linear(abs(returns), 10)) * decay_linear(returns, 10) * rank(volume) * ts_mean(returns, 20)",,0.21585848938292762,626.0982081515656,2.1997143187354906,-7.786141888806538,-330.4309601362838
46,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(delta(close, 1), 5) * (1 - decay_linear(abs(returns), 10)) * decay_linear(returns, 10) * rank(volume) * ts_mean(returns, 20) * abs(returns)",,0.28941202162816065,671.3843856164149,2.6056919576694457,-7.567416777483556,-356.2483164479348
47,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(delta(close, 1), 5) * (1 - decay_linear(abs(returns), 10)) * decay_linear(returns, 10) * rank(volume) * ts_mean(returns, 20) * abs(returns) * rank(ts_mean(returns, 20))",,0.49527566371677684,650.3906713942853,2.4662651276279672,-7.823523750905431,-344.43018105444963
48,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(delta(close, 1), 5) * (1 - decay_linear(abs(returns), 10)) * decay_linear(returns, 10) * rank(volume) * ts_mean(returns, 20) * abs(returns) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20)",,0.48846677459844196,644.4878350225642,2.4787191241355973,-7.872657410147351,-341.5852037297684
49,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(delta(close, 1), 5) * (1 - decay_linear(abs(returns), 10)) * decay_linear(returns, 10) * rank(volume) * ts_mean(returns, 20) * abs(returns) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20) * (1 - ts_rank(ts_std(returns, 30), 20))",,0.2886590040481591,649.071777629545,2.2968036057670704,-8.207653556279464,-342.62165865686086
50,execution_aware,"rank(decay_linear((high - low) / ts_mean(volume, 20), 5)) * correlation(returns, ts_mean(returns, 60), 60) * scale(1 / (1 + ts_std(returns, 60))) * sign(close - vwap) * ts_rank(delta(close, 1), 5) * (1 - decay_linear(abs(returns), 10)) * decay_linear(returns, 10) * rank(volume) * ts_mean(returns, 20) * abs(returns) * rank(ts_mean(returns, 20)) * ts_rank(returns, 20) * (1 - ts_rank(ts_std(returns, 30), 20)) * decay_linear(ts_mean(returns, 20), 10)",,0.4017125937895677,640.0960046706466,2.3846455328078027,-7.774182796652508,-338.72345400399615
