Mode,Fold,Train,Test,Factor,OOS_Gross_IR,OOS_Turnover,OOS_Net_IR
Baseline,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"rank(-1 * stddev(delta(close, 1), 20) / (volume + 1e-5)) + rank(zscore(vwap - close, 20))",0.0814638786720978,254.18164975311848,-16.319631220894117
Baseline,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"rank(-1 * stddev(delta(close, 1), 20) / (volume + 1e-5)) + rank(vwap - close) + rank(close - open)",-0.6294455811837203,160.07509130556596,-13.431536338645897
Baseline,13,2014-01-01 to 2018-12-31,2019-01-01 to 2019-12-31,"cs_rank(-1 * stddev(delta(close, 1), 20) + ts_rank(vwap, 60))",-1.1184821542699557,23.551085049234004,-2.608156602055293
Baseline,14,2015-01-01 to 2019-12-31,2020-01-01 to 2020-12-31,"cs_rank(-1 * (close - open) / (high - low + 1e-5)) + cs_rank(volume / (sma(volume, 20) + 1e-5))",0.17100943243449584,310.4289288150885,-9.676932446001109
Baseline,15,2016-01-01 to 2020-12-31,2021-01-01 to 2021-12-31,"cs_rank(high - low + volume * stddev(close, 20) + ts_rank(close - open, 20))",0.6675783765790222,77.17437621145234,-1.909456884826542
Baseline,16,2017-01-01 to 2021-12-31,2022-01-01 to 2022-12-31,"rank(-1 * stddev(delta(close, 1), 20) * cs_rank(high - low))",1.2401823606036342,45.931415487430556,-0.5909662313670238
Baseline,17,2018-01-01 to 2022-12-31,2023-01-01 to 2023-12-31,"rank(-1 * stddev(delta(close, 1), 20) * cs_rank(vwap) * ts_rank(volume, 20))",0.49154942544572977,96.6999905117105,-4.645700462791554
Baseline,18,2019-01-01 to 2023-12-31,2024-01-01 to 2024-12-31,"cs_rank(-1 * (stddev(delta(close, 1), 20) + decay_linear(close, 20) + vwap))",0.6393126017799509,4.712354904857795,0.3870126276663619
Baseline,19,2020-01-01 to 2024-12-31,2025-01-01 to 2025-12-31,"cs_rank(-1 * (stddev(delta(close, 1), 20) + decay_linear(ts_rank(volume, 20), 10)))",0.37806413354390156,18.11419541559345,-0.4311631972787657
Baseline,20,2021-01-01 to 2025-12-31,2026-01-01 to 2026-08-13,"cs_rank(-1 * stddev(delta(close, 1), 20) + ts_rank(vwap, 20) + sma(volume, 20))",2.139097098394371,9.129615557305891,1.8262614536792476
Execution-Aware,0,2001-01-01 to 2005-12-31,2006-01-01 to 2006-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 240)",1.1282046043201934,3.1977504527614062,0.976425540778105
Execution-Aware,1,2002-01-01 to 2006-12-31,2007-01-01 to 2007-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 240)",0.40294008344600185,3.304464401520236,0.22266888030556575
Execution-Aware,2,2003-01-01 to 2007-12-31,2008-01-01 to 2008-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 252)",1.265931005898831,6.132113344984926,1.1040290314219048
Execution-Aware,3,2004-01-01 to 2008-12-31,2009-01-01 to 2009-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 120)), 252)",-0.2279628192436403,5.006675734384948,-0.3724335390763486
Execution-Aware,4,2005-01-01 to 2009-12-31,2010-01-01 to 2010-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 20)), 240)",-0.5639072172835674,3.007450881645738,-0.7140225224604119
Execution-Aware,5,2006-01-01 to 2010-12-31,2011-01-01 to 2011-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 20)), 150)",1.0826390087647346,3.38857457839,0.924631661242029
Execution-Aware,6,2007-01-01 to 2011-12-31,2012-01-01 to 2012-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 252)",1.4488605951288094,3.116693743665658,1.2707577380058277
Execution-Aware,7,2008-01-01 to 2012-12-31,2013-01-01 to 2013-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 120)",1.011988405084303,3.2888101127557308,0.7489100198987344
Execution-Aware,8,2009-01-01 to 2013-12-31,2014-01-01 to 2014-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 240)",0.5898245211978869,2.7508520382678534,0.4390429139833918
Execution-Aware,9,2010-01-01 to 2014-12-31,2015-01-01 to 2015-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 20)), 252)",-1.5076776927780076,3.0305187778588194,-1.7021016712063601
Execution-Aware,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 200)",1.8631205019870787,3.378610659315269,1.6620048772530758
Execution-Aware,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 240)",-1.072390984251106,2.7300773319806644,-1.260295003756027
Execution-Aware,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 240)",-0.8211565325480138,3.2116814374197857,-0.9774435182671952
Execution-Aware,13,2014-01-01 to 2018-12-31,2019-01-01 to 2019-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 20)), 240) + decay_linear(cs_rank(volume), 240)",0.2573198693232629,2.7467462017361646,0.07532726919825375
Execution-Aware,14,2015-01-01 to 2019-12-31,2020-01-01 to 2020-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 252)",-0.9076883867561567,4.181777174239846,-1.033943295012795
Execution-Aware,15,2016-01-01 to 2020-12-31,2021-01-01 to 2021-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 240)), 120)",1.4103908204364461,4.084831119081302,1.2818401634467265
Execution-Aware,16,2017-01-01 to 2021-12-31,2022-01-01 to 2022-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 40)), 240)",1.233928810554808,4.272050601332105,1.1024966947480497
Execution-Aware,17,2018-01-01 to 2022-12-31,2023-01-01 to 2023-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 252)",0.036519430824328576,3.187904807421984,-0.15032289847509656
Execution-Aware,18,2019-01-01 to 2023-12-31,2024-01-01 to 2024-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 180)), 252)",1.5332939220491821,3.276301094744782,1.3619372167003476
Execution-Aware,19,2020-01-01 to 2024-12-31,2025-01-01 to 2025-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 240)",0.6635332582308162,3.554824353786646,0.4869205065884643
Execution-Aware,20,2021-01-01 to 2025-12-31,2026-01-01 to 2026-08-13,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 20)), 252)",0.09098116238366459,5.25860024464798,-0.04764281184626515
