Mode,Fold,Train,Test,Factor,OOS_Gross_IR,OOS_Turnover,OOS_Net_IR
Baseline,17,2018-01-01 to 2022-12-31,2023-01-01 to 2023-12-31,"rank(-1 * zscore(close, 20) + cs_rank(volume / (volume + 1e-5)))",-0.4385669670753964,103.1187560058338,-4.605241237198303
Baseline,18,2019-01-01 to 2023-12-31,2024-01-01 to 2024-12-31,cs_rank(close - open) + cs_rank(vwap - close) + cs_rank(volume) * 0.5,0.545598360894541,254.13277398613695,-13.504396286474801
Baseline,19,2020-01-01 to 2024-12-31,2025-01-01 to 2025-12-31,"rank(-1 * zscore(volume, 20) + cs_rank(vwap - close) + zscore(stddev(close, 20), 20))",0.02197938953249901,154.18036308910092,-8.4938309070338
Baseline,20,2021-01-01 to 2025-12-31,2026-01-01 to 2026-08-13,cs_rank(close - open) + cs_rank(volume) + cs_rank(vwap - close),2.682788814769728,173.32214999121777,-3.508352533736341
Execution-Aware,0,2001-01-01 to 2005-12-31,2006-01-01 to 2006-12-31,"decay_linear(cs_rank(-1 * zscore(volume, 252)), 252)",-0.38534697851417526,7.608241843434224,-0.7562896241651437
Execution-Aware,1,2002-01-01 to 2006-12-31,2007-01-01 to 2007-12-31,"decay_linear(cs_rank(-1 * zscore(volume, 252)), 240)",1.4649034788460347,7.320703705793807,1.1490857295648909
Execution-Aware,2,2003-01-01 to 2007-12-31,2008-01-01 to 2008-12-31,"decay_linear(ts_rank(zscore(volume, 240), 240), 240)",0.2662043081838642,10.036706601538251,0.015614844135110767
Execution-Aware,3,2004-01-01 to 2008-12-31,2009-01-01 to 2009-12-31,"decay_linear(rank(-1 * zscore(volume, 20)), 240)",-0.8831997839893014,31.26227074956713,-1.9005757524012832
Execution-Aware,4,2005-01-01 to 2009-12-31,2010-01-01 to 2010-12-31,"decay_linear(cs_rank(-1 * zscore(volume, 40)), 240)",1.252442887411474,23.510183886949612,-0.11609835456198296
Execution-Aware,5,2006-01-01 to 2010-12-31,2011-01-01 to 2011-12-31,"decay_linear(cs_rank(-1 * zscore(volume, 180)), 240)",0.24490075009270837,9.72063090588026,-0.1968766673873376
Execution-Aware,6,2007-01-01 to 2011-12-31,2012-01-01 to 2012-12-31,"rank(-1 * decay_linear(zscore(volume, 40), 240))",1.204117613079035,21.849267816167888,-0.26356150057875205
Execution-Aware,7,2008-01-01 to 2012-12-31,2013-01-01 to 2013-12-31,"decay_linear(cs_rank(-1 * zscore(volume, 200)), 240)",0.8144515534785429,8.738340451387627,0.2774785784937223
Execution-Aware,8,2009-01-01 to 2013-12-31,2014-01-01 to 2014-12-31,"decay_linear(cs_rank(-1 * zscore(volume, 200)), 252)",0.6284405305397311,7.795682822534508,0.19347150734707855
Execution-Aware,9,2010-01-01 to 2014-12-31,2015-01-01 to 2015-12-31,"decay_linear(cs_rank(-1 * zscore(close, 180)), 240)",-1.1971369401092855,4.262955990838195,-1.3137287062677212
Execution-Aware,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,"decay_linear(cs_rank(-1 * zscore(volume, 252)), 252)",-1.4980785038705235,7.684033352624452,-1.7498424239700994
Execution-Aware,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"decay_linear(cs_rank(-1 * zscore(volume, 252)), 200)",-0.2199966952358005,8.35608192726203,-0.6706900086525662
Execution-Aware,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"decay_linear(cs_rank(-1 * zscore(volume, 250)), 250) + decay_linear(cs_rank(zscore(close, 250)), 250)",0.6479383096363166,4.717129551778022,0.44301803048233784
Execution-Aware,13,2014-01-01 to 2018-12-31,2019-01-01 to 2019-12-31,"decay_linear(ts_rank(-1 * zscore(volume, 240), 240) + ts_rank(-1 * zscore(close, 240), 240), 240)",1.0500512855628468,5.730125000298577,0.7700019908406988
Execution-Aware,14,2015-01-01 to 2019-12-31,2020-01-01 to 2020-12-31,"cs_rank(-1 * decay_linear(ts_rank(volume, 200), 252))",0.3924184996548924,9.637868953339105,0.1573574503332198
Execution-Aware,15,2016-01-01 to 2020-12-31,2021-01-01 to 2021-12-31,"decay_linear(ts_rank(-1 * zscore(volume, 252), 252), 200)",0.8465165828879978,9.50954404985664,0.6024539738472613
Execution-Aware,16,2017-01-01 to 2021-12-31,2022-01-01 to 2022-12-31,"decay_linear(cs_rank(-1 * zscore(volume, 252)), 252)",1.012509350720037,6.583557700433399,0.7986859557608463
Execution-Aware,17,2018-01-01 to 2022-12-31,2023-01-01 to 2023-12-31,"decay_linear(cs_rank(-1 * zscore(volume, 252)), 240)",-1.3376868838766716,7.594021562108483,-1.6251856079541582
Execution-Aware,18,2019-01-01 to 2023-12-31,2024-01-01 to 2024-12-31,"decay_linear(cs_rank(-1 * zscore(volume, 252)), 252)",1.1860527233205114,7.681200532610857,0.905167950639807
Execution-Aware,19,2020-01-01 to 2024-12-31,2025-01-01 to 2025-12-31,"decay_linear(cs_rank(-1 * zscore(volume, 252)), 240)",-0.3938812373359563,8.229771308655181,-0.7188135772979806
Execution-Aware,20,2021-01-01 to 2025-12-31,2026-01-01 to 2026-08-13,"decay_linear(ts_rank(-1 * zscore(volume, 100), 240), 240)",-2.294633661797387,12.961424031409353,-2.741584776924807
