Mode,Fold,Train,Test,Factor,OOS_Gross_IR,OOS_Turnover,OOS_Net_IR
Baseline,15,2016-01-01 to 2020-12-31,2021-01-01 to 2021-12-31,"cs_rank(decay_linear((high - low) / (vwap + 1e-5), 20)) + cs_rank(volume) - cs_rank(close - open)",1.4763952574330694,195.79235429100655,-2.570651954997072
Baseline,16,2017-01-01 to 2021-12-31,2022-01-01 to 2022-12-31,"cs_rank(-1 * stddev(delta(close, 1), 20) + ts_rank(vwap - close, 20))",0.8421500999615711,43.68882810492106,-0.8759884432257447
Baseline,17,2018-01-01 to 2022-12-31,2023-01-01 to 2023-12-31,"rank(-1 * stddev(delta(close, 1), 20)) * cs_rank(volume)",1.4796936494599235,29.21275895719728,-0.056981538838600854
Baseline,18,2019-01-01 to 2023-12-31,2024-01-01 to 2024-12-31,"rank(-1 * (stddev(delta(close, 1), 20) + decay_linear(close, 20)))",0.6000792311562037,4.055819581062875,0.3851858340831187
Baseline,19,2020-01-01 to 2024-12-31,2025-01-01 to 2025-12-31,"cs_rank(-1 * (stddev(delta(close, 1), 20) + zscore(volume, 20)))",0.27237449271684255,80.50022240778807,-3.5893042823525585
Baseline,20,2021-01-01 to 2025-12-31,2026-01-01 to 2026-08-13,"cs_rank(-1 * stddev(delta(close, 1), 20) + ts_rank(zscore(vwap, 20), 20))",-0.9384687677014223,21.68980345660511,-1.4179618870510518
Execution-Aware,0,2001-01-01 to 2005-12-31,2006-01-01 to 2006-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 60)",0.8853830638372351,4.462744375496032,0.6848473192602481
Execution-Aware,1,2002-01-01 to 2006-12-31,2007-01-01 to 2007-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 20)), 240) + decay_linear(cs_rank(volume), 90)",0.9918881844762403,3.229528120526083,0.7942399360674951
Execution-Aware,2,2003-01-01 to 2007-12-31,2008-01-01 to 2008-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 240)",1.2568811700247633,6.137732861848431,1.0949914458798409
Execution-Aware,3,2004-01-01 to 2008-12-31,2009-01-01 to 2009-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 252)",-0.0032620550892428603,5.07069273601798,-0.15675246619957162
Execution-Aware,4,2005-01-01 to 2009-12-31,2010-01-01 to 2010-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 100)",-0.4774177613818663,3.406156944957307,-0.645315150384438
Execution-Aware,5,2006-01-01 to 2010-12-31,2011-01-01 to 2011-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 60)",1.0862602091591371,4.116819823334061,0.8982429501492776
Execution-Aware,6,2007-01-01 to 2011-12-31,2012-01-01 to 2012-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 252)",1.4488605951288094,3.116693743665658,1.2707577380058277
Execution-Aware,7,2008-01-01 to 2012-12-31,2013-01-01 to 2013-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 120)",1.011988405084303,3.2888101127557308,0.7489100198987344
Execution-Aware,8,2009-01-01 to 2013-12-31,2014-01-01 to 2014-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 60)",0.7475400916205026,4.284821903291999,0.5368290711385638
Execution-Aware,9,2010-01-01 to 2014-12-31,2015-01-01 to 2015-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 100)",-1.5768602983521254,3.6325569604040764,-1.7947976803171974
Execution-Aware,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 252)",1.8697229698272666,3.2537068209241196,1.6738978125054684
Execution-Aware,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 252)",-1.0727576004119679,2.7037568687318476,-1.2596470445208046
Execution-Aware,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 200)",-0.8022281255140886,3.2665962038304004,-0.9594606240905508
Execution-Aware,13,2014-01-01 to 2018-12-31,2019-01-01 to 2019-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 20)), 150)",-0.4351649646276816,3.0515128622753247,-0.6266747142679987
Execution-Aware,14,2015-01-01 to 2019-12-31,2020-01-01 to 2020-12-31,"decay_linear(ts_rank(-1 * stddev(delta(close, 1), 20), 252), 252)",0.5648668699692698,7.150093106176128,0.3861454057772373
Execution-Aware,15,2016-01-01 to 2020-12-31,2021-01-01 to 2021-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 60)",1.3844220398474367,5.095512888301353,1.2421658419836814
Execution-Aware,16,2017-01-01 to 2021-12-31,2022-01-01 to 2022-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 120)",1.224947967083055,4.36032554553828,1.0788568171505748
Execution-Aware,17,2018-01-01 to 2022-12-31,2023-01-01 to 2023-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 20)), 180)",0.06625575583342408,3.271977144331674,-0.1222397952367695
Execution-Aware,18,2019-01-01 to 2023-12-31,2024-01-01 to 2024-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 20)), 150)",1.085967402678281,3.607593253909486,0.9218784023328663
Execution-Aware,19,2020-01-01 to 2024-12-31,2025-01-01 to 2025-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 120)), 180)",0.841414299604191,3.5102940002566667,0.6604927168603817
Execution-Aware,20,2021-01-01 to 2025-12-31,2026-01-01 to 2026-08-13,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 200)), 252)",0.8549739478006472,5.020209710849291,0.6921497816763671
