iteration,mode,factor_code,error,Gross_IR,Turnover,Cost_Impact,Net_IR,reward
14,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60))",,0.11983027579021054,649.501569139487,1.8664310322508344,-10.116472608767262,-339.56240255195996
15,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1)))",,0.04322312622451916,706.2411408026773,2.2360894508493936,-9.718396091438299,-370.96606288190924
16,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10)",,-0.20276126043630102,676.0915760565321,2.424786422643641,-8.434872601948637,-357.6468406698515
17,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20)))",,-0.12076894107849821,656.2530323052407,2.419177813732355,-12.253070913005498,-347.6007076035577
18,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20))",,-0.0490264191694203,667.1284513749066,2.321239663032617,-11.66300114837584,-352.18316941088364
19,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(delta(volume, 1), 20))",,-0.05184654230535671,688.7176437888563,2.378285750379319,-13.799613129778345,-363.4369544397681
20,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(delta(volume, 1), 20)) * (1 - ts_rank(close, 20))",,0.4229883480420934,733.8946417745557,2.566404881137013,-14.364215008334876,-387.0555715883318
21,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(delta(volume, 1), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(close - ts_mean(close, 60), 20))",,0.5102088078817624,719.5284730874426,2.5489772740854133,-13.858822254870693,-379.6458459285229
22,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(delta(volume, 1), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * ts_rank(close / vwap, 20)",,0.5204858471555341,731.4524777705246,2.6098296716698606,-13.869771209059424,-386.0843904114656
23,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(delta(volume, 1), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * ts_rank(close / vwap, 20) * decay_linear(close - ts_mean(close, 60), 20)",,-0.06738249413392391,723.6544476297685,2.677466000930259,-13.040837890352163,-383.31433431646025
24,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(delta(volume, 1), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * ts_rank(close / vwap, 20) * decay_linear(close - ts_mean(close, 60), 20)",,-0.06738249413392391,723.6544476297685,2.677466000930259,-13.040837890352163,-383.31433431646025
25,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(delta(volume, 1), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * ts_rank(close / vwap, 20) * decay_linear(close - ts_mean(close, 60), 20) * (1 - ts_rank(close - ts_mean(close, 60), 20))",,-0.017681110858345086,717.7046839944866,2.665570732092219,-12.493072237560664,-380.1945889648394
26,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(delta(volume, 1), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * ts_rank(close / vwap, 20) * decay_linear(close - ts_mean(close, 60), 20) * (1 - ts_rank(close - ts_mean(close, 60), 20))",,-0.017681110858345086,717.7046839944866,2.665570732092219,-12.493072237560664,-380.1945889648394
27,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(delta(volume, 1), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * ts_rank(close / vwap, 20) * decay_linear(close - ts_mean(close, 60), 20) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * (1 - ts_rank(ts_sum(returns, 10), 10))",,-0.08613124184751587,719.1496639585558,2.6994357322135776,-12.163464492329174,-381.25644907883407
28,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(delta(volume, 1), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * ts_rank(close / vwap, 20) * decay_linear(close - ts_mean(close, 60), 20) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * (1 - ts_rank(ts_sum(returns, 10), 10)) * ts_rank(ts_mean(returns, 20), 20)",,-0.21968748703485416,724.4763895264499,2.7206263002292577,-12.990694495612253,-384.22289265209383
29,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(delta(volume, 1), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * ts_rank(close / vwap, 20) * decay_linear(close - ts_mean(close, 60), 20) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * (1 - ts_rank(ts_sum(returns, 10), 10)) * ts_rank(ts_mean(returns, 20), 20) * (1 - ts_rank(ts_sum(returns, 60), 60))",,0.009009056464850998,703.5376996123731,2.6557501548521505,-11.891804823146078,-373.0058419885389
30,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(delta(volume, 1), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * ts_rank(close / vwap, 20) * decay_linear(close - ts_mean(close, 60), 20) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * (1 - ts_rank(ts_sum(returns, 10), 10)) * ts_rank(ts_mean(returns, 20), 20) * (1 - ts_rank(ts_sum(returns, 60), 60))",,0.009009056464850998,703.5376996123731,2.6557501548521505,-11.891804823146078,-373.0058419885389
31,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(delta(volume, 1), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * ts_rank(close / vwap, 20) * decay_linear(close - ts_mean(close, 60), 20) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * (1 - ts_rank(ts_sum(returns, 10), 10)) * ts_rank(ts_mean(returns, 20), 20) * (1 - ts_rank(ts_sum(returns, 60), 60)) * ts_rank(close - ts_mean(close, 20), 20)",,0.005732279872781114,708.6131072436935,2.6972838900506506,-11.77327534199917,-375.87909246237916
32,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(delta(volume, 1), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * ts_rank(close / vwap, 20) * decay_linear(close - ts_mean(close, 60), 20) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * (1 - ts_rank(ts_sum(returns, 10), 10)) * ts_rank(ts_mean(returns, 20), 20) * (1 - ts_rank(ts_sum(returns, 60), 60)) * ts_rank(close - ts_mean(close, 20), 20) * (1 - ts_rank(close - ts_mean(close, 120), 120))",,-0.032482626454307766,653.2394298104157,2.532773528700732,-10.986803934559829,-346.91438576126797
33,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(delta(volume, 1), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * ts_rank(close / vwap, 20) * decay_linear(close - ts_mean(close, 60), 20) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * (1 - ts_rank(ts_sum(returns, 10), 10)) * ts_rank(ts_mean(returns, 20), 20) * (1 - ts_rank(ts_sum(returns, 60), 60)) * ts_rank(close - ts_mean(close, 20), 20) * (1 - ts_rank(close - ts_mean(close, 120), 120)) * ts_rank(returns, 20)",,0.05666513746429138,661.69536846118,2.5809696859441735,-10.99803506809639,-351.43877658067913
34,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 60)) * (1 - abs(delta(close, 1))) * decay_linear(returns, 10) * scale(1 / (1 + ts_std(volume, 20))) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(delta(volume, 1), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * ts_rank(close / vwap, 20) * decay_linear(close - ts_mean(close, 60), 20) * (1 - ts_rank(close - ts_mean(close, 60), 20)) * (1 - ts_rank(ts_sum(returns, 10), 10)) * ts_rank(ts_mean(returns, 20), 20) * (1 - ts_rank(ts_sum(returns, 60), 60)) * ts_rank(close - ts_mean(close, 20), 20) * (1 - ts_rank(close - ts_mean(close, 120), 120)) * ts_rank(returns, 20) * ts_rank(close - ts_mean(close, 180), 180)",,0.3215372082280326,616.4283689667693,2.4246853937801385,-10.462031223073527,-327.2901304253977
35,execution_aware,,"No JSON object found in LLM response: '```json\n{\n  ""factor_code"": ""ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns,'",,,,,-inf
36,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 20))",,0.3449146511786579,655.1897160959518,1.908226438014957,-9.861522864088101,-342.5157549009169
37,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 20)) * decay_linear(returns, 10)",,0.498691050582742,634.3885303012016,2.1951024019515053,-7.437040304317386,-334.25639331563013
38,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 20)) * decay_linear(returns, 10) * (1 - ts_rank(abs(returns), 20))",,0.35767458410057745,700.3602428109469,2.394614692878862,-8.730132608457852,-368.9793643644038
39,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 20)) * decay_linear(returns, 10) * (1 - ts_rank(abs(returns), 20)) * (1 - ts_rank(volume, 20))",,0.5855333074284422,705.5043138031789,2.3327969322065796,-9.464967485978459,-370.82899905181364
40,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 20)) * decay_linear(returns, 10) * (1 - ts_rank(abs(returns), 20)) * (1 - ts_rank(volume, 20)) * (1 - ts_rank(decay_linear(close - vwap, 20), 20))",,0.6108882028497645,731.2771814390436,2.368423610210831,-10.305461221491695,-383.9750913983587
41,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 20)) * decay_linear(returns, 10) * (1 - ts_rank(abs(returns), 20)) * (1 - ts_rank(volume, 20)) * (1 - ts_rank(decay_linear(close - vwap, 20), 20)) * (1 - ts_rank(ts_std(returns, 20), 20))",,0.5817876436697769,735.7418811843397,2.3210759137876176,-10.385089930339504,-385.857760258801
42,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 20)) * decay_linear(returns, 10) * (1 - ts_rank(abs(returns), 20)) * (1 - ts_rank(volume, 20)) * (1 - ts_rank(decay_linear(close - vwap, 20), 20)) * (1 - ts_rank(ts_std(returns, 20), 20))",,0.5817876436697769,735.7418811843397,2.3210759137876176,-10.385089930339504,-385.857760258801
43,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 20)) * decay_linear(returns, 10) * (1 - ts_rank(abs(returns), 20)) * (1 - ts_rank(volume, 20)) * (1 - ts_rank(decay_linear(close - vwap, 20), 20)) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(close, 20))",,0.12661080573959413,749.621173728105,2.3681498492854813,-11.779287722741547,-393.62917485259675
44,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 20)) * decay_linear(returns, 10) * (1 - ts_rank(abs(returns), 20)) * (1 - ts_rank(volume, 20)) * (1 - ts_rank(decay_linear(close - vwap, 20), 20)) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(delta(close, 1), 20))",,0.22717885916401093,748.8023849082663,2.3751943394509887,-11.354832884185457,-393.1755683105771
45,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 20)) * decay_linear(returns, 10) * (1 - ts_rank(abs(returns), 20)) * (1 - ts_rank(volume, 20)) * (1 - ts_rank(decay_linear(close - vwap, 20), 20)) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(delta(close, 1), 20)) * scale(ts_rank(close - vwap, 20))",,0.14850090835675633,769.1045423107012,2.4643304669915245,-12.112591938858799,-404.11841398292603
46,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 20)) * decay_linear(returns, 10) * (1 - ts_rank(abs(returns), 20)) * (1 - ts_rank(volume, 20)) * (1 - ts_rank(decay_linear(close - vwap, 20), 20)) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(delta(close, 1), 20)) * scale(ts_rank(close - vwap, 20))",,0.14850090835675633,769.1045423107012,2.4643304669915245,-12.112591938858799,-404.11841398292603
47,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 20)) * decay_linear(returns, 10) * (1 - ts_rank(abs(returns), 20)) * (1 - ts_rank(volume, 20)) * (1 - ts_rank(decay_linear(close - vwap, 20), 20)) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(delta(close, 1), 20)) * scale(ts_rank(close - vwap, 20)) * (1 - ts_rank(correlation(close, vwap, 20), 20))",,-0.2207718071786444,763.9809309235667,2.4900805110176227,-12.218935811019698,-402.131881357103
48,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 20)) * decay_linear(returns, 10) * (1 - ts_rank(abs(returns), 20)) * (1 - ts_rank(volume, 20)) * (1 - ts_rank(decay_linear(close - vwap, 20), 20)) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(delta(close, 1), 20)) * scale(ts_rank(close - vwap, 20)) * (1 - ts_rank(correlation(close, vwap, 20), 20)) * (1 - ts_rank(ts_mean(returns, 20), 20))",,-0.14609023805848612,759.0655676831922,2.493137487274171,-12.409775115149351,-399.6239739778479
49,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 20)) * decay_linear(returns, 10) * (1 - ts_rank(abs(returns), 20)) * (1 - ts_rank(volume, 20)) * (1 - ts_rank(decay_linear(close - vwap, 20), 20)) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(delta(close, 1), 20)) * scale(ts_rank(close - vwap, 20)) * (1 - ts_rank(correlation(close, vwap, 20), 20)) * (1 - ts_rank(ts_mean(returns, 20), 20)) * (1 - ts_rank(decay_linear(returns, 10), 20))",,-0.20981946125193696,749.8458208306781,2.4950004500536354,-12.21901743398791,-395.0927334770201
50,execution_aware,"ts_rank(decay_linear(close - vwap, 20), 20) * ts_rank(volume, 20) * sign(close - open) * log(1 + ts_std(returns, 20)) * correlation(close, vwap, 20) * rank(ts_mean(returns, 20)) * decay_linear(returns, 10) * (1 - ts_rank(abs(returns), 20)) * (1 - ts_rank(volume, 20)) * (1 - ts_rank(decay_linear(close - vwap, 20), 20)) * (1 - ts_rank(ts_std(returns, 20), 20)) * (1 - ts_rank(close, 20)) * (1 - ts_rank(delta(close, 1), 20)) * scale(ts_rank(close - vwap, 20)) * (1 - ts_rank(correlation(close, vwap, 20), 20)) * (1 - ts_rank(ts_mean(returns, 20), 20)) * (1 - ts_rank(decay_linear(returns, 10), 20))",,-0.20981946125193696,749.8458208306781,2.4950004500536354,-12.21901743398791,-395.0927334770201
