Mode,Fold,Train,Test,Factor,OOS_Gross_IR,OOS_Turnover,OOS_Net_IR
Baseline,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,"rank(-1 * stddev(delta(close, 1), 20) + cs_rank(vwap / (close + 1e-5)))",1.848686527294685,141.04810533907045,-7.1800933847315696
Baseline,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"rank(-1 * cs_rank(stddev(delta(close, 1), 20)) / (volume + 1e-5))",-0.6819866092119593,52.17927914333853,-4.441956250931854
Baseline,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"rank(-1 * (stddev(delta(close, 1), 20) / (volume + 1e-5)) * decay_linear(cs_rank(volume), 10))",-1.4948471777020562,58.7878055338622,-5.22943193148742
Baseline,13,2014-01-01 to 2018-12-31,2019-01-01 to 2019-12-31,"rank(-1 * (stddev(delta(close, 1), 20) * cs_rank(volume) * cs_rank((high - low) / (close + 1e-5)) * cs_rank(vwap)))",-0.9240558429923164,167.67759510719878,-10.97442717854422
Baseline,14,2015-01-01 to 2019-12-31,2020-01-01 to 2020-12-31,"cs_rank(-1 * (close - open) / (high - low + 1e-5)) * sma(volume, 40) * cs_rank(vwap - close)",0.8911631243927249,224.85864594999492,-4.424041761746721
Baseline,15,2016-01-01 to 2020-12-31,2021-01-01 to 2021-12-31,cs_rank(high - low + volume) + cs_rank(vwap - close),1.5559641808731903,254.0034480385003,-6.615173582874103
Baseline,16,2017-01-01 to 2021-12-31,2022-01-01 to 2022-12-31,"cs_rank(-1 * stddev(delta(close, 1), 20) + ts_rank(vwap - close, 20))",0.8421500999615711,43.68882810492106,-0.8759884432257447
Baseline,17,2018-01-01 to 2022-12-31,2023-01-01 to 2023-12-31,"rank(-1 * stddev(delta(close, 1), 20) * cs_rank(vwap) * ts_rank(volume, 20))",0.49154942544572977,96.6999905117105,-4.645700462791554
Baseline,18,2019-01-01 to 2023-12-31,2024-01-01 to 2024-12-31,"cs_rank(-1 * stddev(delta(close, 1), 20) + ts_rank(vwap, 20) + cs_rank(volume))",0.9944792073401832,24.978452148769122,-0.29985526145955727
Baseline,19,2020-01-01 to 2024-12-31,2025-01-01 to 2025-12-31,"rank(-1 * stddev(delta(close, 1), 20) + ts_rank(vwap, 20) + decay_linear(volume, 20))",1.6884137693266805,9.171685364194701,1.3568826456895595
Baseline,20,2021-01-01 to 2025-12-31,2026-01-01 to 2026-08-13,"cs_rank(-1 * stddev(delta(close, 1), 20) + ts_rank(zscore(vwap, 20), 20))",-0.9384687677014223,21.68980345660511,-1.4179618870510518
Execution-Aware,0,2001-01-01 to 2005-12-31,2006-01-01 to 2006-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 60)",0.8853830638372351,4.462744375496032,0.6848473192602481
Execution-Aware,1,2002-01-01 to 2006-12-31,2007-01-01 to 2007-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 180)",0.40531944835785394,3.450239917287826,0.21943722347709407
Execution-Aware,2,2003-01-01 to 2007-12-31,2008-01-01 to 2008-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 20)), 240) + decay_linear(cs_rank(volume), 120)",1.4106811330748217,5.836728939990106,1.2018720262289961
Execution-Aware,3,2004-01-01 to 2008-12-31,2009-01-01 to 2009-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 20)), 240)",0.010131468511305001,5.080447152259577,-0.14400244470612347
Execution-Aware,4,2005-01-01 to 2009-12-31,2010-01-01 to 2010-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 60)",-0.4722764367911772,3.9395715920974506,-0.6638914290242248
Execution-Aware,5,2006-01-01 to 2010-12-31,2011-01-01 to 2011-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 60)",1.0862602091591371,4.116819823334061,0.8982429501492776
Execution-Aware,6,2007-01-01 to 2011-12-31,2012-01-01 to 2012-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 252)",1.4488605951288094,3.116693743665658,1.2707577380058277
Execution-Aware,7,2008-01-01 to 2012-12-31,2013-01-01 to 2013-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 60)",0.9864278538806746,4.407688998563433,0.6396061893052217
Execution-Aware,8,2009-01-01 to 2013-12-31,2014-01-01 to 2014-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 60)",0.7475400916205026,4.284821903291999,0.5368290711385638
Execution-Aware,9,2010-01-01 to 2014-12-31,2015-01-01 to 2015-12-31,"rank(-1 * stddev(delta(close, 1), 20))",-1.332512301923371,17.818691266538234,-2.4277127464439823
Execution-Aware,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,"rank(-1 * stddev(delta(close, 1), 20))",2.5167391414931704,19.217188955540088,1.392606061940426
Execution-Aware,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"rank(-1 * stddev(delta(close, 1), 20)) + rank(-1 * vwap)",-0.6615273000910505,11.430466786333035,-1.2775758052053954
Execution-Aware,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"rank(-1 * stddev(delta(close, 1), 20))",-0.8453034641613785,16.50929689350614,-1.653489719261055
Execution-Aware,13,2014-01-01 to 2018-12-31,2019-01-01 to 2019-12-31,"rank(-1 * stddev(delta(close, 1), 20))",-0.36570419285044514,15.498891408233526,-1.2995879138631259
Execution-Aware,14,2015-01-01 to 2019-12-31,2020-01-01 to 2020-12-31,"decay_linear(ts_rank(-1 * stddev(delta(close, 1), 20) / (volume + 1e-5), 252), 50)",0.27927503923915165,15.415460426546106,0.058159879803760105
Execution-Aware,15,2016-01-01 to 2020-12-31,2021-01-01 to 2021-12-31,"decay_linear(ts_rank(-1 * stddev(delta(close, 1), 20), 252), 100)",-0.36779022863069966,9.72739057766242,-0.6253440287930868
Execution-Aware,16,2017-01-01 to 2021-12-31,2022-01-01 to 2022-12-31,"decay_linear(ts_rank(-1 * stddev(delta(close, 1), 20), 150), 100)",-0.3914776538096078,9.759779350827166,-0.6514960715223548
Execution-Aware,17,2018-01-01 to 2022-12-31,2023-01-01 to 2023-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 20)), 180)",0.06625575583342408,3.271977144331674,-0.1222397952367695
Execution-Aware,18,2019-01-01 to 2023-12-31,2024-01-01 to 2024-12-31,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 20)), 150)",1.085967402678281,3.607593253909486,0.9218784023328663
Execution-Aware,19,2020-01-01 to 2024-12-31,2025-01-01 to 2025-12-31,"decay_linear(rank(-1 * stddev(delta(close, 1), 20)), 240)",0.6635332582308162,3.554824353786646,0.4869205065884643
Execution-Aware,20,2021-01-01 to 2025-12-31,2026-01-01 to 2026-08-13,"decay_linear(cs_rank(-1 * stddev(delta(close, 1), 200)), 252)",0.8549739478006472,5.020209710849291,0.6921497816763671
