Mode,Fold,Train,Test,Factor,OOS_Gross_IR,OOS_Turnover,OOS_Net_IR
Baseline,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,"cs_rank(-1 * (delta(close, 1) + decay_linear(close, 20) + cs_rank(volume)))",1.9880403260603232,8.668643240461762,1.68960576320901
Baseline,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"cs_rank(-1 * delta(close, 1) + 2 * zscore(volume, 20) + cs_rank(vwap - close))",0.31615542573997557,276.5944237747352,-18.189779792148727
Baseline,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"rank(-1 * (delta(close, 1) + sma(volume, 20) / (volume + 1e-5) + zscore(close - vwap, 60)))",2.4157386759126447,325.6803202149198,-17.29270723304664
Baseline,13,2014-01-01 to 2018-12-31,2019-01-01 to 2019-12-31,"cs_rank(-1 * delta(close, 1) + decay_linear(vwap - close, 30) + zscore(volume, 60) + ts_rank(close, 20))",0.6770383015585983,297.8262794698966,-19.291696406823448
Baseline,14,2015-01-01 to 2019-12-31,2020-01-01 to 2020-12-31,"rank(-1 * delta(close, 1)) + cs_rank(volume / (stddev(volume, 20) + 1e-5))",0.7380047023767962,285.4342266760105,-9.046190350996222
Baseline,15,2016-01-01 to 2020-12-31,2021-01-01 to 2021-12-31,"rank(-1 * delta(close, 1))",-0.013221752971711338,318.030978956719,-10.91608870028194
Baseline,16,2017-01-01 to 2021-12-31,2022-01-01 to 2022-12-31,cs_rank(-1 * (close / (vwap + 1e-5) - 1)),-0.6169383593505794,328.25047108249726,-11.309419592667538
Baseline,17,2018-01-01 to 2022-12-31,2023-01-01 to 2023-12-31,"cs_rank(-1 * delta(close, 1) + cs_rank(vwap - close))",0.8780779811597734,321.25512523848147,-17.507913224909984
Baseline,18,2019-01-01 to 2023-12-31,2024-01-01 to 2024-12-31,"cs_rank(-1 * delta(close, 1) / (high - low + 1e-5)) * cs_rank(volume)",1.3332330828286771,251.8687536278264,-9.90415605241149
Baseline,19,2020-01-01 to 2024-12-31,2025-01-01 to 2025-12-31,"cs_rank(-1 * delta(close, 1)) + cs_rank(volume / (vwap + 1e-5)) + cs_rank(zscore(close, 20))",1.2078635044186645,202.09680673467636,-6.089362638428968
Baseline,20,2021-01-01 to 2025-12-31,2026-01-01 to 2026-08-13,"cs_rank(-1 * delta(close, 1) * cs_rank(volume) * ts_rank(volume, 20))",-0.8169780407935064,310.88008933130965,-8.042539604223103
Execution-Aware,0,2001-01-01 to 2005-12-31,2006-01-01 to 2006-12-31,"decay_linear(cs_rank(-1 * delta(close, 1)), 252) + decay_linear(cs_rank(volume), 252)",0.8601714366142582,3.728502370636535,0.5945835402382066
Execution-Aware,1,2002-01-01 to 2006-12-31,2007-01-01 to 2007-12-31,"decay_linear(rank(-1 * delta(close, 1)), 252)",-2.6254150934171365,26.192488556446374,-3.466495385356222
Execution-Aware,2,2003-01-01 to 2007-12-31,2008-01-01 to 2008-12-31,"decay_linear(rank(-1 * delta(close, 1)), 252)",-0.08929942821024411,25.633935046745943,-0.4883786929538793
Execution-Aware,3,2004-01-01 to 2008-12-31,2009-01-01 to 2009-12-31,"decay_linear(cs_rank(-1 * delta(close, 180)), 252)",1.0499226295591046,6.626098368289782,0.8911531976428886
Execution-Aware,4,2005-01-01 to 2009-12-31,2010-01-01 to 2010-12-31,"decay_linear(cs_rank(-1 * delta(close, 120)), 252)",0.7427998698783543,4.263117249606485,0.49059806364306474
Execution-Aware,5,2006-01-01 to 2010-12-31,2011-01-01 to 2011-12-31,"decay_linear(rank(-1 * delta(close, 1)), 252)",-0.5462743702293402,29.312460845402406,-1.3014960735842773
Execution-Aware,6,2007-01-01 to 2011-12-31,2012-01-01 to 2012-12-31,"decay_linear(cs_rank(-1 * delta(close, 20)), 252) + decay_linear(cs_rank(volume / (volume + 1e-5)), 252)",1.6978477980163704,3.9294111403361227,1.4526603290461704
Execution-Aware,7,2008-01-01 to 2012-12-31,2013-01-01 to 2013-12-31,"decay_linear(cs_rank(-1 * delta(close, 504)), 252)",-0.21931749827391933,3.100920771047857,-0.369694207433149
Execution-Aware,8,2009-01-01 to 2013-12-31,2014-01-01 to 2014-12-31,"decay_linear(cs_rank(-1 * delta(close, 252)), 252)",-0.20523374005388015,3.143410466342887,-0.3715141262391096
Execution-Aware,9,2010-01-01 to 2014-12-31,2015-01-01 to 2015-12-31,"decay_linear(ts_rank(-1 * delta(close, 1), 252), 252)",-0.7110370097231207,32.91501412794344,-2.0601413770938195
Execution-Aware,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,"decay_linear(cs_rank(-1 * (close - open)), 252)",1.3019210208793586,27.81736467570717,0.31231161318680994
Execution-Aware,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"decay_linear(cs_rank(-1 * delta(close, 400)), 252)",-1.8999413323514052,3.1214948699382488,-2.034173685378752
Execution-Aware,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"decay_linear(cs_rank(-1 * delta(close, 360)), 252)",-0.5919231333247456,3.3267407548552623,-0.7276983078573551
Execution-Aware,13,2014-01-01 to 2018-12-31,2019-01-01 to 2019-12-31,"decay_linear(cs_rank(-1 * delta(close, 1008)), 252)",-0.021289983418812795,2.9830704640270906,-0.15800049434270344
Execution-Aware,14,2015-01-01 to 2019-12-31,2020-01-01 to 2020-12-31,"decay_linear(cs_rank(-1 * delta(close, 60)), 252)",-0.31960059532870777,6.397856710270253,-0.4155396542793022
Execution-Aware,15,2016-01-01 to 2020-12-31,2021-01-01 to 2021-12-31,"decay_linear(ts_rank(close, 252), 252)",-1.4545370447279125,5.313699836283658,-1.6052627834527529
Execution-Aware,16,2017-01-01 to 2021-12-31,2022-01-01 to 2022-12-31,"decay_linear(ts_rank(-1 * delta(close, 10), 252), 252)",0.369166369047075,11.240947097126785,0.07084935554495907
Execution-Aware,17,2018-01-01 to 2022-12-31,2023-01-01 to 2023-12-31,"decay_linear(cs_rank(-1 * ts_rank(delta(close, 200), 200)), 250)",-0.6140805762193244,5.00052868106537,-0.7850771337870625
Execution-Aware,18,2019-01-01 to 2023-12-31,2024-01-01 to 2024-12-31,"decay_linear(ts_rank(-1 * delta(close, 1), 252), 200)",0.4651205163510417,39.49568365978667,-0.9068476565942342
Execution-Aware,19,2020-01-01 to 2024-12-31,2025-01-01 to 2025-12-31,"decay_linear(cs_rank(-1 * delta(close, 504)), 252)",0.12342772125055629,3.8471622438829534,-0.008729171139204305
Execution-Aware,20,2021-01-01 to 2025-12-31,2026-01-01 to 2026-08-13,"decay_linear(rank(-1 * delta(close, 1)), 252)",-0.9548008680839977,25.988455309169694,-1.2829761999710623
