Mode,Fold,Train,Test,Factor,OOS_Gross_IR,OOS_Turnover,OOS_Net_IR
Baseline,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,"cs_rank(-1 * delta(close, 1) + zscore(volume, 20) + vwap - close)",2.0320234559009838,298.17616475607645,-15.806910987434755
Baseline,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"cs_rank(-1 * delta(close, 1) + zscore(volume, 20) + cs_rank(vwap - open))",0.657923580831971,277.4636826291825,-17.981373009807683
Baseline,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"cs_rank(-1 * delta(close, 1) + zscore(volume, 20) + ts_rank(close, 50))",1.6036741994906278,298.8133530969666,-17.5948319087924
Baseline,13,2014-01-01 to 2018-12-31,2019-01-01 to 2019-12-31,"cs_rank(-1 * (close - vwap) / (high - low + 1e-5)) + ts_rank(volume, 21)",1.477740593990924,314.0459702792451,-17.781578651949978
Baseline,14,2015-01-01 to 2019-12-31,2020-01-01 to 2020-12-31,"rank(-1 * (delta(close, 1) + cs_rank(vwap / (low + 1e-5))))",0.8916213743152118,329.4318485955502,-10.71402002362386
Baseline,15,2016-01-01 to 2020-12-31,2021-01-01 to 2021-12-31,"rank(-1 * delta(close, 1) + cs_rank(volume / (volume + 1e-5)))",0.3786690780475377,311.1378175444314,-9.654109207914336
Baseline,16,2017-01-01 to 2021-12-31,2022-01-01 to 2022-12-31,"cs_rank((-1 * delta(close, 1)) / (sma(vwap, 20) + 1e-5))",-0.5158012236938911,330.02862938678174,-10.40968445047349
Baseline,17,2018-01-01 to 2022-12-31,2023-01-01 to 2023-12-31,"cs_rank(-1 * delta(close, 1) + cs_rank(volume) + ts_rank(vwap, 14))",1.7215868583636238,318.4177229782751,-16.657521310568562
Baseline,18,2019-01-01 to 2023-12-31,2024-01-01 to 2024-12-31,"cs_rank(-1 * (close - sma(close, 20) + decay_linear(zscore(close, 20), 20) + decay_linear(vwap, 20)))",0.6666744806266875,6.564244043214887,0.3218790919165787
Baseline,19,2020-01-01 to 2024-12-31,2025-01-01 to 2025-12-31,"cs_rank(-1 * (delta(close, 1) + stddev(close, 20) / (cs_rank(volume) + 1e-5)))",1.6912767204848687,85.97715182258,-3.8887341106973894
Baseline,20,2021-01-01 to 2025-12-31,2026-01-01 to 2026-08-13,"rank(-1 * delta(close, 1) + cs_rank(volume) + zscore(close, 20))",-0.9596025016251167,304.91537843230833,-8.30906654550268
Execution-Aware,0,2001-01-01 to 2005-12-31,2006-01-01 to 2006-12-31,"decay_linear(cs_rank(-1 * delta(close, 252)), 252)",0.8378066243783294,3.991579717541484,0.6800845080017962
Execution-Aware,1,2002-01-01 to 2006-12-31,2007-01-01 to 2007-12-31,"decay_linear(cs_rank(-1 * delta(close, 252)), 252)",-2.9107398002032663,3.9969344838306635,-3.141453344270408
Execution-Aware,2,2003-01-01 to 2007-12-31,2008-01-01 to 2008-12-31,"decay_linear(cs_rank(-1 * delta(close, 60)), 240)",-0.19273943047960132,8.200828720362155,-0.33504472261712753
Execution-Aware,3,2004-01-01 to 2008-12-31,2009-01-01 to 2009-12-31,"decay_linear(cs_rank(-1 * delta(close, 2)), 252) + decay_linear(cs_rank(volume), 252)",1.1635929014205375,5.630439818905799,0.8812169223010536
Execution-Aware,4,2005-01-01 to 2009-12-31,2010-01-01 to 2010-12-31,"decay_linear(cs_rank(-1 * delta(close, 500)), 252)",0.7369552189250616,3.710429863403888,0.5559617539316279
Execution-Aware,5,2006-01-01 to 2010-12-31,2011-01-01 to 2011-12-31,"decay_linear(cs_rank(-1 * delta(close, 3)), 252)",-0.5161433026093416,16.79180584715884,-0.9326429924217959
Execution-Aware,6,2007-01-01 to 2011-12-31,2012-01-01 to 2012-12-31,"decay_linear(cs_rank(-1 * delta(close, 30)), 240)",0.3151859849626898,7.319177959003115,0.10404311458566527
Execution-Aware,7,2008-01-01 to 2012-12-31,2013-01-01 to 2013-12-31,"decay_linear(cs_rank(-1 * delta(close, 200)), 252)",-1.3026871994903098,3.3718608111919472,-1.4761715902156016
Execution-Aware,8,2009-01-01 to 2013-12-31,2014-01-01 to 2014-12-31,"decay_linear(cs_rank(-1 * delta(close, 20)), 252)",-0.1720373146501004,7.395499437270878,-0.45797111002666474
Execution-Aware,9,2010-01-01 to 2014-12-31,2015-01-01 to 2015-12-31,"decay_linear(cs_rank(-1 * delta(close, 40)), 252)",-1.1890378201586227,5.681267111793488,-1.3434143837941495
Execution-Aware,10,2011-01-01 to 2015-12-31,2016-01-01 to 2016-12-31,"decay_linear(ts_rank(-1 * delta(close, 40), 252), 252)",-0.34713253711280956,6.884325650466987,-0.645370407217453
Execution-Aware,11,2012-01-01 to 2016-12-31,2017-01-01 to 2017-12-31,"decay_linear(cs_rank(-1 * delta(close, 252)), 252)",-1.3428678931953952,3.2442142461125867,-1.4772916783267016
Execution-Aware,12,2013-01-01 to 2017-12-31,2018-01-01 to 2018-12-31,"decay_linear(cs_rank(-1 * delta(close, 360)), 252)",-0.5919231333247456,3.3267407548552623,-0.7276983078573551
Execution-Aware,13,2014-01-01 to 2018-12-31,2019-01-01 to 2019-12-31,"decay_linear(cs_rank(-1 * delta(close, 180)), 252) + decay_linear(cs_rank(volume), 252)",0.8693581786240322,3.3185399358469585,0.7426757966167447
Execution-Aware,14,2015-01-01 to 2019-12-31,2020-01-01 to 2020-12-31,"decay_linear(cs_rank(-1 * delta(close, 2)), 240)",-0.30158235031730374,17.188130324067462,-0.5475367707923791
Execution-Aware,15,2016-01-01 to 2020-12-31,2021-01-01 to 2021-12-31,"decay_linear(ts_rank(-1 * delta(close, 1), 240), 252) + decay_linear(ts_rank(volume, 240), 252) + decay_linear(ts_rank(vwap, 240), 252)",-1.377425389718687,7.01342609932835,-1.5798654921104036
Execution-Aware,16,2017-01-01 to 2021-12-31,2022-01-01 to 2022-12-31,"decay_linear(cs_rank(-1 * delta(close, 500)), 252)",0.8244213343083869,4.671216669101524,0.6510939732718047
Execution-Aware,17,2018-01-01 to 2022-12-31,2023-01-01 to 2023-12-31,"decay_linear(rank(-1 * delta(close, 1)), 252)",1.1953740638046821,31.30376886531832,0.24458249362246365
Execution-Aware,18,2019-01-01 to 2023-12-31,2024-01-01 to 2024-12-31,"decay_linear(rank(-1 * delta(close, 1)), 252)",-0.3820617346627871,21.940247029882755,-1.0911020472801298
Execution-Aware,19,2020-01-01 to 2024-12-31,2025-01-01 to 2025-12-31,"decay_linear(cs_rank(-1 * delta(close, 252)), 252)",0.311150067291589,4.362689945378891,0.16059615327281876
Execution-Aware,20,2021-01-01 to 2025-12-31,2026-01-01 to 2026-08-13,"decay_linear(cs_rank(-1 * delta(close, 1)), 252)",-0.9548008680839977,25.988455309169694,-1.2829761999710623
